"GeneSymbol","EntrezID","num","neg.score","neg.p.value","neg.fdr","neg.rank","neg.goodsgrna","neg.lfc","pos.score","pos.p.value","pos.fdr","pos.rank","pos.goodsgrna","pos.lfc","replicate1","replicate2","ConfidenceCategory","KEGG.1","KEGG.class.iteration1","Network.1","Network.class.iteration1","KEGG.2","KEGG.class.iteration2","Network.2","Network.class.iteration2","KEGG.3","KEGG.class.iteration3","Network.3","Network.class.iteration3","KEGG.4","KEGG.class.iteration4","Network.4","Network.class.iteration4","KEGG.5","KEGG.class.iteration5","Network.5","Network.class.iteration5","Pathway"
"TAC4",255061,6,0.56147,0.77596,0.999804,16011,3,-7.3386,0.76666,0.76663,0.999987,16460,0,-7.3386,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TACC1",6867,6,0.21729,0.45818,0.999804,9498,4,-8.1295,0.58737,0.58742,0.999987,12663,0,-8.1295,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TACC2",10579,5,0.16751,0.37809,0.996564,8098,3,-7.7814,0.82314,0.82322,0.999987,17622,0,-7.7814,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TACC3",10460,6,0.29834,0.56234,0.999804,11527,3,-7.2394,0.42428,0.4244,0.99953,9183,0,-7.2394,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TACO1",51204,6,0.41656,0.67057,0.999804,13770,3,-7.8485,0.85525,0.85524,0.999987,18293,0,-7.8485,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TACR1",6869,5,0.25361,0.48208,0.999804,10446,2,-6.5269,0.49751,0.49791,0.999594,10721,0,-6.5269,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TACR2",6865,6,0.091163,0.26157,0.97327,5519,4,-7.7523,0.91195,0.91195,0.999987,19543,0,-7.7523,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TACR3",6870,6,0.79227,0.89849,0.999804,18802,2,-7.0195,0.81183,0.8117,0.999987,17394,0,-7.0195,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TACSTD2",4070,6,0.087558,0.25337,0.965787,5381,4,-8.2277,0.43398,0.43404,0.99953,9374,0,-8.2277,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TADA1",117143,6,0.23543,0.48228,0.999804,9975,2,-6.0502,0.22185,0.22184,0.993573,4791,0,-6.0502,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TADA2A",6871,6,0.083559,0.24425,0.963557,5180,5,-7.9308,0.97586,0.9758,0.999987,21023,0,-7.9308,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TADA2B",93624,6,0.76347,0.88582,0.999804,18497,2,-6.9774,0.25545,0.25565,0.99953,5471,0,-6.9774,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TADA3",10474,6,0.36486,0.63223,0.999804,12904,3,-7.3203,0.15934,0.15955,0.993573,3454,0,-7.3203,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAF1",6872,6,0.75391,0.88168,0.999804,18393,2,-6.5738,0.70616,0.70602,0.999987,15174,0,-6.5738,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF10",6881,5,0.11749,0.28917,0.981282,6535,3,-7.2165,0.76767,0.76784,0.999987,16484,0,-7.2165,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF11",6882,6,0.14725,0.35926,0.996564,7482,3,-6.8069,0.24856,0.24858,0.99953,5336,0,-6.8069,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF12",6883,6,0.98668,0.98663,0.999804,21350,0,-5.4639,0.17106,0.17126,0.993573,3720,0,-5.4639,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF13",6884,5,0.15284,0.35295,0.994417,7651,3,-7.8292,0.9627,0.96288,0.999987,20709,0,-7.8292,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF15",8148,6,0.023737,0.091081,0.892055,1992,3,-7.482,0.35217,0.3523,0.99953,7568,0,-7.482,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF1A",9015,6,0.63998,0.83187,0.999804,17177,3,-7.4369,0.29306,0.29321,0.99953,6285,0,-7.4369,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAF1B",9014,5,0.99359,0.99356,0.999804,21515,0,-5.8119,0.61995,0.62035,0.999987,13293,0,-5.8119,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAF1C",9013,6,0.93899,0.96048,0.999804,20495,1,-4.9706,0.17643,0.17652,0.993573,3823,0,-4.9706,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAF1D",79101,6,0.19501,0.4277,0.999804,8883,3,-6.7589,0.21221,0.21228,0.993573,4589,0,-6.7589,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAF1L",138474,6,0.023929,0.091623,0.892055,2005,3,-7.4643,0.70616,0.70602,0.999987,15189,0,-7.4643,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF2",6873,6,0.5294,0.7529,0.999804,15541,3,-7.1421,0.060142,0.0605,0.986119,1310,1,-7.1421,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF3",83860,5,0.094298,0.24479,0.964049,5649,2,-5.708,0.27585,0.27622,0.99953,5907,0,-5.708,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF4",6874,6,0.94444,0.96232,0.999804,20569,1,-6.396,0.42733,0.42741,0.99953,9270,0,-6.396,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF4B",6875,6,0.10533,0.29293,0.982511,6106,4,-8.4761,0.92803,0.92814,0.999987,19908,0,-8.4761,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF5",6877,6,0.8742,0.93926,0.999804,19758,1,-6.8348,0.7484,0.74833,0.999987,16099,0,-6.8348,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF5L",27097,6,0.97139,0.9744,0.999804,21015,1,-7.2802,0.65692,0.65686,0.999987,14093,0,-7.2802,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF6",6878,6,0.19228,0.4238,0.999804,8811,3,-7.8553,0.80674,0.8066,0.999987,17298,0,-7.8553,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF6L",10629,5,0.89852,0.92737,0.999804,20057,1,-6.2029,0.016217,0.017596,0.986119,378,1,-6.2029,0,0.5,"MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"TAF7",6879,6,0.12924,0.33218,0.992826,6916,4,-7.9968,0.49345,0.49346,0.999594,10642,0,-7.9968,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF7L",54457,6,0.13254,0.33726,0.992846,6995,2,-5.9583,0.18252,0.18264,0.993573,3959,0,-5.9583,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF8",129685,6,0.98746,0.98741,0.999804,21375,0,-6.222,0.38633,0.38635,0.99953,8326,0,-6.222,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF9",6880,6,0.27427,0.53242,0.999804,10965,3,-7.8276,0.10317,0.10317,0.986119,2259,0,-7.8276,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAF9B",51616,6,0.1634,0.38286,0.996564,7964,4,-8.1576,0.34501,0.34528,0.99953,7395,0,-8.1576,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAGAP",117289,6,0.063288,0.19622,0.941936,4213,4,-8.3911,0.45573,0.45576,0.99953,9822,0,-8.3911,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAGLN",6876,6,0.037562,0.13014,0.910108,2847,5,-8.4296,0.51618,0.51629,0.999987,11137,0,-8.4296,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAGLN2",8407,6,0.0016016,0.008008,0.662707,215,6,-8.5585,0.9984,0.99838,0.999987,21631,0,-8.5585,0.5,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAGLN3",29114,6,0.31955,0.58806,0.999804,12012,3,-7.6897,0.28856,0.28878,0.99953,6175,0,-7.6897,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAL1",6886,5,0.086581,0.22952,0.959277,5333,3,-7.3758,0.71482,0.71503,0.999987,15311,0,-7.3758,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAL2",6887,6,0.078705,0.23301,0.959456,4947,3,-7.9714,0.091699,0.091781,0.986119,1997,0,-7.9714,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TALDO1",6888,6,0.025112,0.095062,0.892055,2077,3,-8.0855,0.64525,0.64533,0.999987,13820,0,-8.0855,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TAMM41",132001,6,0.44273,0.68979,0.999804,14177,3,-7.2935,0.24721,0.24725,0.99953,5313,0,-7.2935,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TANC1",85461,6,0.23435,0.48086,0.999804,9949,2,-6.7782,0.26716,0.26747,0.99953,5717,0,-6.7782,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TANC2",26115,5,0.055523,0.16488,0.925636,3834,2,-6.9997,0.022991,0.024064,0.986119,520,1,-6.9997,0,0.5,"MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf","Missing","MedConf","No","MedConf",NA
"TANGO2",128989,6,0.25771,0.51136,0.999804,10545,4,-7.9315,0.4619,0.46198,0.99953,9974,0,-7.9315,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TANGO6",79613,6,0.56268,0.77684,0.999804,16048,2,-7.1846,0.71092,0.7108,0.999987,15258,0,-7.1846,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TANK",10010,6,0.56154,0.77601,0.999804,16031,3,-7.4013,0.37188,0.37195,0.99953,8013,0,-7.4013,0,0,"LowConf","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TAOK1",57551,6,0.050741,0.16471,0.925636,3565,3,-7.5576,0.19698,0.19707,0.993573,4265,0,-7.5576,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAOK2",9344,6,0.16583,0.38628,0.996564,8059,4,-8.1279,0.97928,0.97919,0.999987,21112,0,-8.1279,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAOK3",51347,6,0.013254,0.057761,0.861714,1268,6,-8.3668,0.98675,0.9867,0.999987,21314,0,-8.3668,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAP1",6890,6,0.030796,0.11132,0.903593,2426,4,-8.8081,0.0023462,0.0045753,0.917658,99,1,-8.8081,0,1,"HighConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf","No","MedConf",NA
"TAP2",6891,6,0.036887,0.12834,0.90838,2801,4,-8.3902,0.17573,0.17587,0.993573,3806,0,-8.3902,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAPBP",6892,6,0.4314,0.68143,0.999804,14014,3,-6.4819,0.33813,0.33833,0.99953,7270,0,-6.4819,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAPBPL",55080,6,0.32102,0.58984,0.999804,12036,4,-7.7848,0.24428,0.24426,0.99953,5254,0,-7.7848,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAPT1",202018,6,0.6889,0.85549,0.999804,17768,2,-6.7435,0.5544,0.55449,0.999987,11982,0,-6.7435,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARBP1",6894,6,0.27649,0.53518,0.999804,11010,4,-7.9146,0.068444,0.068679,0.986119,1497,1,-7.9146,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARBP2",6895,6,0.21473,0.45484,0.999804,9417,3,-7.6543,0.61235,0.61231,0.999987,13176,0,-7.6543,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARDBP",23435,6,0.50418,0.73461,0.999804,15179,3,-7.0208,0.42733,0.42741,0.99953,9205,0,-7.0208,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARM1",441864,6,0.062474,0.19423,0.941936,4178,4,-8.5122,0.87249,0.87252,0.999987,18654,0,-8.5122,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARP",445347,6,0.61611,0.81511,0.999804,16835,3,-7.4854,0.72657,0.72648,0.999987,15607,0,-7.4854,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TARS",6897,5,0.69934,0.83093,0.999804,17868,1,-6.5625,0.6795,0.67961,0.999987,14579,0,-6.5625,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TARS2",80222,6,0.99206,0.99201,0.999804,21474,0,-5.2971,0.13591,0.13597,0.991159,2975,0,-5.2971,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TARSL2",123283,6,0.028852,0.10586,0.895609,2330,4,-8.7308,0.72351,0.72343,0.999987,15553,0,-8.7308,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS1R1",80835,6,0.28295,0.54323,0.999804,11175,3,-7.6841,0.95569,0.95578,0.999987,20561,0,-7.6841,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS1R2",80834,6,0.43172,0.68166,0.999804,14027,2,-6.6625,0.50111,0.50111,0.999594,10803,0,-6.6625,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS1R3",83756,6,0.07489,0.22415,0.953634,4797,5,-8.5058,0.88206,0.882,0.999987,18874,0,-8.5058,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R1",50834,6,0.046507,0.15383,0.92172,3340,4,-7.8901,0.47926,0.47932,0.999594,10360,0,-7.8901,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R10",50839,6,0.0037839,0.018203,0.761419,426,6,-8.8068,0.99622,0.9962,0.999987,21586,0,-8.8068,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R13",50838,6,0.018006,0.074086,0.877614,1607,4,-8.4672,0.13099,0.13112,0.986119,2882,0,-8.4672,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R14",50840,6,0.54596,0.76478,0.999804,15805,2,-6.8744,0.7484,0.74833,0.999987,16097,0,-6.8744,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R16",50833,6,0.024787,0.094149,0.892055,2063,5,-8.794,0.96882,0.96883,0.999987,20865,0,-8.794,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R19",259294,6,0.13699,0.34397,0.992846,7138,4,-7.8343,0.91303,0.91306,0.999987,19556,0,-7.8343,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R20",259295,6,0.20656,0.4436,0.999804,9205,4,-8.0354,0.20405,0.20415,0.993573,4418,0,-8.0354,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R3",50831,6,0.13126,0.33531,0.992846,6974,2,-6.2746,0.2598,0.26003,0.99953,5558,0,-6.2746,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R30",259293,6,0.94444,0.96232,0.999804,20573,1,-5.9024,0.18108,0.18122,0.993573,3930,0,-5.9024,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R31",259290,6,0.0086658,0.039287,0.841159,881,3,-7.5652,0.35249,0.35263,0.99953,7576,0,-7.5652,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R38",5726,6,0.19741,0.43102,0.999804,8933,4,-8.0887,0.87493,0.87494,0.999987,18731,0,-8.0887,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R39",259285,6,0.6187,0.81692,0.999804,16865,2,-6.7789,0.81727,0.81712,0.999987,17513,0,-6.7789,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R4",50832,6,0.1061,0.29458,0.982511,6128,2,-7.3025,0.35754,0.35769,0.99953,7680,0,-7.3025,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R40",259286,6,0.076176,0.2272,0.956288,4846,4,-8.5666,0.74473,0.7446,0.999987,16015,0,-8.5666,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R41",259287,6,0.42301,0.67535,0.999804,13883,3,-7.6823,0.088598,0.088625,0.986119,1922,0,-7.6823,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R42",353164,6,0.0000273,0.00015541,0.25933,11,4,-10.01,0.69281,0.69257,0.999987,14881,0,-10.01,1,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R43",259289,6,0.29697,0.56067,0.999804,11476,2,-6.9346,0.12763,0.12773,0.986119,2801,0,-6.9346,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R46",259292,6,0.074649,0.22358,0.953634,4765,4,-8.4951,0.90383,0.90391,0.999987,19350,0,-8.4951,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R5",54429,6,0.24968,0.5009,0.999804,10346,3,-7.9828,0.94137,0.94138,0.999987,20202,0,-7.9828,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R50",259296,6,0.21378,0.45355,0.999804,9412,4,-7.9699,0.28291,0.28312,0.99953,6054,0,-7.9699,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R60",338398,6,0.021995,0.085971,0.886427,1870,5,-8.3392,0.38685,0.38687,0.99953,8338,0,-8.3392,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R7",50837,6,0.081122,0.23859,0.962429,5060,3,-7.4205,0.51648,0.51658,0.999987,11144,0,-7.4205,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R8",50836,6,0.59485,0.8,0.999804,16516,3,-7.3644,0.57284,0.57283,0.999987,12346,0,-7.3644,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TAS2R9",50835,6,0.35913,0.62795,0.999804,12807,2,-7.215,0.25136,0.25141,0.99953,5389,0,-7.215,0,0,"LowConf","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0","No","0",NA
"TASP1",55617,6,0.14756,0.35971,0.996564,7500,4,-8.2442,0.53919,0.53927,0.999987,11579,0,-8.2442,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
"TAT",6898,6,0.1402,0.34874,0.993545,7266,4,-7.9579,0.59039,0.5904,0.999987,12738,0,-7.9579,0,0,"LowConf","No","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0","Yes","0","No","0",NA
"TATDN1",83940,4,0.23995,0.43969,0.999804,10108,2,-7.7451,0.74006,0.73977,0.999987,15874,0,-7.7451,0,0,"LowConf","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0","Missing","0","No","0",NA
